node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CST3	APOE	4446810	4434227	9606.ENSP00000381448	9606.ENSP00000252486	0	0	0	0	0.084	0	0.900	0.591	0.959
MDH1	PCK2	4449851	4432982	9606.ENSP00000438144	9606.ENSP00000216780	0	0	0	0	0.063	0	0.900	0.601	0.959
ACTN2	CAMK2A	4450086	4446806	9606.ENSP00000443495	9606.ENSP00000381412	0	0	0	0	0.214	0.423	0.900	0.206	0.959
TNFRSF25	CASP8	4444941	4442125	9606.ENSP00000367013	9606.ENSP00000351273	0	0	0	0	0	0	0.900	0.597	0.958
CPLX3	CPLX1	4446362	4438141	9606.ENSP00000378464	9606.ENSP00000305613	0	0	0	0	0.348	0	0.800	0.705	0.958
CHGB	PENK	4445138	4439673	9606.ENSP00000368244	9606.ENSP00000324248	0	0	0	0	0.126	0	0.900	0.564	0.958
SUFU	LGALS3	4443420	4434352	9606.ENSP00000358918	9606.ENSP00000254301	0	0	0	0	0	0.342	0.900	0.419	0.958
ALDH1A1	CYP26B1	4437436	4432547	9606.ENSP00000297785	9606.ENSP00000001146	0	0	0	0	0.061	0.085	0.900	0.578	0.958
SDC1	DCN	4445506	4432629	9606.ENSP00000370542	9606.ENSP00000052754	0	0	0	0	0.061	0	0.900	0.591	0.958
IFI27	XAF1	4451772	4442548	9606.ENSP00000483430	9606.ENSP00000354822	0	0	0	0	0.248	0	0.900	0.493	0.958
SRC	PIK3R3	4444215	4435132	9606.ENSP00000362680	9606.ENSP00000262741	0	0	0	0.556	0	0.535	0.900	0.315	0.957
GAD2	SYT1	4444701	4434836	9606.ENSP00000365437	9606.ENSP00000261205	0	0	0	0	0.285	0	0.900	0.457	0.957
VIP	HTR7	4442841	4440833	9606.ENSP00000356213	9606.ENSP00000337949	0	0	0	0	0.061	0	0.900	0.580	0.957
MATK	KITLG	4446364	4433405	9606.ENSP00000378485	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.589	0.957
PENK	SST	4439673	4436733	9606.ENSP00000324248	9606.ENSP00000287641	0	0	0	0	0.110	0	0.900	0.561	0.957
ACTN1	SRC	4446270	4444215	9606.ENSP00000377941	9606.ENSP00000362680	0	0	0	0	0	0.407	0.900	0.322	0.956
ISG15	PSMB8	4445204	4444469	9606.ENSP00000368699	9606.ENSP00000364016	0	0	0	0	0.131	0.261	0.900	0.397	0.956
MATK	KIT	4446364	4436763	9606.ENSP00000378485	9606.ENSP00000288135	0	0	0	0.688	0	0.434	0.900	0.833	0.956
PAK3	PAK1	4442408	4436295	9606.ENSP00000353864	9606.ENSP00000278568	0	0	0.436	0.975	0.062	0.564	0.900	0.472	0.956
WLS	WNT10B	4441660	4437717	9606.ENSP00000346829	9606.ENSP00000301061	0	0	0	0	0.050	0.171	0.900	0.513	0.956
PAK3	MAPK14	4442408	4433482	9606.ENSP00000353864	9606.ENSP00000229795	0	0	0.297	0.646	0.055	0.502	0.900	0.197	0.956
NPY	GRM8	4447109	4441396	9606.ENSP00000384364	9606.ENSP00000344173	0	0	0	0	0.080	0	0.900	0.561	0.956
F5	F3	4442956	4440531	9606.ENSP00000356771	9606.ENSP00000334145	0	0	0	0	0	0	0.900	0.586	0.956
NPY	OPRD1	4447109	4433642	9606.ENSP00000384364	9606.ENSP00000234961	0	0	0	0	0.061	0	0.900	0.576	0.956
SDC4	FZD7	4444011	4436663	9606.ENSP00000361818	9606.ENSP00000286201	0	0	0	0	0.086	0	0.900	0.559	0.956
STAT4	MAPK14	4446006	4433482	9606.ENSP00000376134	9606.ENSP00000229795	0	0	0	0	0.060	0.384	0.900	0.341	0.956
ACTN1	EZR	4446270	4442801	9606.ENSP00000377941	9606.ENSP00000356042	0	0	0	0	0.062	0.401	0.900	0.316	0.956
IFI27	IFITM3	4451772	4446948	9606.ENSP00000483430	9606.ENSP00000382707	0	0	0	0	0.134	0	0.900	0.542	0.956
KIT	PIK3R3	4436763	4435132	9606.ENSP00000288135	9606.ENSP00000262741	0	0	0	0	0	0.168	0.900	0.510	0.955
CLTB	CLTA	4438496	4433816	9606.ENSP00000309415	9606.ENSP00000242285	0	0	0	0.955	0.045	0.551	0.900	0.890	0.955
ADM	VIP	4449788	4442841	9606.ENSP00000436607	9606.ENSP00000356213	0	0	0	0	0	0	0.900	0.574	0.955
CCL15	CCR1	4451829	4437243	9606.ENSP00000484078	9606.ENSP00000296140	0	0	0	0	0.051	0.379	0.800	0.668	0.955
SPP1	IGFBP5	4446370	4433604	9606.ENSP00000378517	9606.ENSP00000233813	0	0	0	0	0.065	0.379	0.900	0.326	0.955
ROR2	FZD7	4444612	4436663	9606.ENSP00000364860	9606.ENSP00000286201	0	0	0	0	0.109	0.190	0.900	0.449	0.954
PORCN	WNT10B	4439515	4437717	9606.ENSP00000322304	9606.ENSP00000301061	0	0	0	0	0	0.263	0.900	0.434	0.954
COL5A2	COL4A2	4444466	4442382	9606.ENSP00000364000	9606.ENSP00000353654	0	0	0.397	0.692	0.404	0	0.900	0.592	0.954
EZR	CASP8	4442801	4442125	9606.ENSP00000356042	9606.ENSP00000351273	0	0	0	0	0.056	0.480	0.900	0.186	0.954
GREM1	BAMBI	4451289	4444581	9606.ENSP00000478319	9606.ENSP00000364683	0	0	0	0	0	0	0.900	0.561	0.954
GABRA1	GABRA6	4447776	4436143	9606.ENSP00000393097	9606.ENSP00000274545	0	0	0	0.954	0.476	0.181	0.900	0.747	0.954
FGFR2	SRC	4448546	4444215	9606.ENSP00000410294	9606.ENSP00000362680	0	0	0	0.706	0.062	0.465	0.900	0.533	0.953
CAMK2A	CACNG3	4446806	4432560	9606.ENSP00000381412	9606.ENSP00000005284	0	0	0	0	0.535	0	0.900	0.072	0.953
RPS6KA2	CEBPB	4449383	4438125	9606.ENSP00000427015	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0.555	0.953
CST3	SPP1	4446810	4446370	9606.ENSP00000381448	9606.ENSP00000378517	0	0	0	0	0.062	0	0.900	0.539	0.953
GCH1	SPR	4449007	4433632	9606.ENSP00000419045	9606.ENSP00000234454	0.057	0	0	0	0	0.173	0	0.944	0.953
RAPGEF3	AKAP5	4447902	4446311	9606.ENSP00000395708	9606.ENSP00000378207	0	0	0	0	0	0	0.900	0.553	0.953
PLEKHA7	CDH1	4441771	4434944	9606.ENSP00000347883	9606.ENSP00000261769	0	0	0	0	0.076	0.314	0.900	0.354	0.953
APLNR	GRM8	4451129	4441396	9606.ENSP00000475344	9606.ENSP00000344173	0	0	0	0	0.070	0.057	0.900	0.530	0.953
CCKBR	NTS	4440681	4434454	9606.ENSP00000335544	9606.ENSP00000256010	0	0	0	0	0.084	0.263	0.900	0.398	0.953
CCK	CHRM1	4446515	4438226	9606.ENSP00000379472	9606.ENSP00000306490	0	0	0	0	0.469	0	0.900	0.194	0.953
PSMB8	GBP2	4444469	4443541	9606.ENSP00000364016	9606.ENSP00000359497	0	0	0	0	0.266	0	0.900	0.402	0.952
AURKC	BIRC5	4437910	4437778	9606.ENSP00000302898	9606.ENSP00000301633	0	0	0	0	0.277	0.539	0.720	0.548	0.952
SDC4	DCN	4444011	4432629	9606.ENSP00000361818	9606.ENSP00000052754	0	0	0	0	0.061	0	0.900	0.530	0.952
CKMT1A	CKMT1B	4448422	4437660	9606.ENSP00000406577	9606.ENSP00000300283	0	0	0.449	0.987	0.769	0.800	0	0.711	0.952
PROS1	F8	4446246	4442351	9606.ENSP00000377783	9606.ENSP00000353393	0	0	0	0	0	0.379	0.900	0.297	0.952
SRC	PRKCE	4444215	4438196	9606.ENSP00000362680	9606.ENSP00000306124	0	0	0	0.565	0.062	0.472	0.900	0.292	0.952
SST	OPRD1	4436733	4433642	9606.ENSP00000287641	9606.ENSP00000234961	0	0	0	0	0.064	0	0.900	0.535	0.952
CXCL12	SRC	4446453	4444215	9606.ENSP00000379140	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.540	0.952
ISG15	GBP2	4445204	4443541	9606.ENSP00000368699	9606.ENSP00000359497	0	0	0	0	0.115	0	0.900	0.502	0.952
LCAT	APOE	4435353	4434227	9606.ENSP00000264005	9606.ENSP00000252486	0	0	0	0	0.063	0.379	0.720	0.739	0.951
CKMT1A	GAMT	4448422	4448277	9606.ENSP00000406577	9606.ENSP00000403536	0	0	0	0	0.061	0	0.900	0.525	0.951
NPY	MCHR1	4447109	4434080	9606.ENSP00000384364	9606.ENSP00000249016	0	0	0	0	0.070	0	0.900	0.524	0.951
KIF3A	SUFU	4447275	4443420	9606.ENSP00000385808	9606.ENSP00000358918	0	0	0	0	0.061	0.084	0.900	0.500	0.951
NRXN3	SYT1	4450365	4434836	9606.ENSP00000451648	9606.ENSP00000261205	0	0	0	0	0.212	0.063	0.900	0.418	0.951
RPH3A	RAB3C	4445848	4436512	9606.ENSP00000374036	9606.ENSP00000282878	0	0	0	0	0.185	0.734	0	0.793	0.951
DYNLRB2	TCTEX1D1	4437915	4436506	9606.ENSP00000302936	9606.ENSP00000282670	0	0	0	0	0.086	0	0.900	0.502	0.950
CEBPB	MAPK14	4438125	4433482	9606.ENSP00000305422	9606.ENSP00000229795	0	0	0	0	0	0.299	0.900	0.345	0.950
LCP1	GSN	4446831	4444265	9606.ENSP00000381581	9606.ENSP00000362924	0	0	0	0	0.061	0	0.900	0.512	0.950
HS6ST2	GPC4	4449504	4443623	9606.ENSP00000429473	9606.ENSP00000359864	0	0	0	0	0.124	0	0.900	0.478	0.950
GAD2	PTPRN	4444701	4437181	9606.ENSP00000365437	9606.ENSP00000295718	0	0	0	0	0.381	0	0	0.921	0.949
SPP1	APOE	4446370	4434227	9606.ENSP00000378517	9606.ENSP00000252486	0	0	0	0	0.153	0	0.900	0.446	0.949
CCK	SST	4446515	4436733	9606.ENSP00000379472	9606.ENSP00000287641	0	0	0	0	0.203	0	0	0.938	0.949
COL5A2	COL11A1	4444466	4443457	9606.ENSP00000364000	9606.ENSP00000359114	0	0	0.434	0.846	0.415	0	0.900	0.725	0.949
CYR61	IGFBP3	4448043	4445494	9606.ENSP00000398736	9606.ENSP00000370473	0	0	0	0	0.213	0	0.900	0.397	0.948
CST3	VGF	4446810	4434091	9606.ENSP00000381448	9606.ENSP00000249330	0	0	0	0	0	0	0.900	0.503	0.948
IL4R	STAT1	4446450	4442456	9606.ENSP00000379111	9606.ENSP00000354394	0	0	0	0	0.061	0.080	0.900	0.471	0.948
CP	APOE	4435459	4434227	9606.ENSP00000264613	9606.ENSP00000252486	0	0	0	0	0.095	0	0.900	0.476	0.948
B3GALTL	THBS1	4441300	4434771	9606.ENSP00000343002	9606.ENSP00000260356	0	0	0	0	0	0	0.900	0.505	0.948
STX4	CPLX1	4439148	4438141	9606.ENSP00000317714	9606.ENSP00000305613	0	0	0	0	0.061	0.704	0.720	0.412	0.948
IFITM3	GBP2	4446948	4443541	9606.ENSP00000382707	9606.ENSP00000359497	0	0	0	0	0.099	0	0.900	0.473	0.948
NRXN3	LRRTM4	4450365	4447364	9606.ENSP00000451648	9606.ENSP00000386357	0	0	0	0	0.094	0	0.900	0.473	0.948
FLT3	KITLG	4433801	4433405	9606.ENSP00000241453	9606.ENSP00000228280	0	0	0	0	0	0.087	0.600	0.869	0.948
RGS7	RGS7BP	4442695	4440603	9606.ENSP00000355523	9606.ENSP00000334851	0	0	0	0	0.253	0.267	0	0.912	0.948
ACTN1	CDH1	4446270	4434944	9606.ENSP00000377941	9606.ENSP00000261769	0	0	0	0	0	0.358	0.900	0.257	0.948
STAT1	IL21R	4442456	4440838	9606.ENSP00000354394	9606.ENSP00000338010	0	0	0	0	0.061	0	0.900	0.496	0.948
CPLX1	SLC32A1	4438141	4433019	9606.ENSP00000305613	9606.ENSP00000217420	0	0	0	0	0.352	0	0.900	0.250	0.947
GRIA1	NSF	4449480	4446795	9606.ENSP00000428994	9606.ENSP00000381293	0	0	0	0	0.064	0.097	0.900	0.451	0.947
ITGB2	FCGR2A	4446737	4435978	9606.ENSP00000380948	9606.ENSP00000271450	0	0	0	0	0.327	0	0.900	0.287	0.947
ADRA1B	NTS	4438245	4434454	9606.ENSP00000306662	9606.ENSP00000256010	0	0	0	0	0	0.263	0.900	0.348	0.947
TGFB2	THBS1	4442765	4434771	9606.ENSP00000355896	9606.ENSP00000260356	0	0	0	0	0.080	0	0.900	0.473	0.947
DNM1	SYT2	4444057	4442848	9606.ENSP00000362014	9606.ENSP00000356236	0	0	0	0	0.165	0	0.900	0.420	0.947
SRC	EFNB3	4444215	4433353	9606.ENSP00000362680	9606.ENSP00000226091	0	0	0	0	0.061	0.186	0.900	0.398	0.947
GABRA1	GABRA4	4447776	4435414	9606.ENSP00000393097	9606.ENSP00000264318	0	0	0	0.953	0.325	0.260	0.900	0.684	0.947
KIFC3	CDH1	4445249	4434944	9606.ENSP00000368976	9606.ENSP00000261769	0	0	0	0	0	0.311	0.900	0.299	0.947
ANXA1	CXCL8	4444796	4438229	9606.ENSP00000366109	9606.ENSP00000306512	0	0	0	0	0.152	0	0.900	0.420	0.946
ADCY2	PRKAR2B	4441294	4435635	9606.ENSP00000342952	9606.ENSP00000265717	0.046	0	0	0	0.107	0.158	0.900	0.365	0.946
STAT4	IL21R	4446006	4440838	9606.ENSP00000376134	9606.ENSP00000338010	0	0	0	0	0.061	0	0.900	0.477	0.946
RIMS1	SLC32A1	4449449	4433019	9606.ENSP00000428417	9606.ENSP00000217420	0	0	0	0	0.232	0	0.900	0.353	0.946
FGF2	KAL1	4435443	4435121	9606.ENSP00000264498	9606.ENSP00000262648	0	0	0	0	0.061	0.320	0.900	0.257	0.946
RAPGEF4	AKAP5	4446635	4446311	9606.ENSP00000380271	9606.ENSP00000378207	0	0	0	0	0.061	0	0.900	0.472	0.946
HSPA1A	HSPH1	4444600	4439219	9606.ENSP00000364802	9606.ENSP00000318687	0	0	0.438	0.769	0.215	0.192	0.900	0.642	0.946
SYT2	LRP2	4442848	4435321	9606.ENSP00000356236	9606.ENSP00000263816	0	0	0	0	0.095	0.157	0.900	0.385	0.946
SYP	CHGA	4435219	4432969	9606.ENSP00000263233	9606.ENSP00000216492	0	0	0	0	0.331	0	0	0.922	0.945
LRP2	SYT1	4435321	4434836	9606.ENSP00000263816	9606.ENSP00000261205	0	0	0	0	0.090	0.242	0.900	0.297	0.945
STAT4	STAT1	4446006	4442456	9606.ENSP00000376134	9606.ENSP00000354394	0	0	0	0.945	0.055	0.447	0.900	0.734	0.945
FGFR2	FGF5	4448546	4438719	9606.ENSP00000410294	9606.ENSP00000311697	0	0	0	0	0	0.627	0.600	0.663	0.945
GRIA3	GRIA1	4451590	4449480	9606.ENSP00000481554	9606.ENSP00000428994	0	0	0	0.970	0.303	0.261	0.900	0.878	0.945
CALB1	PVALB	4435604	4432927	9606.ENSP00000265431	9606.ENSP00000216200	0	0	0	0	0.106	0	0	0.941	0.945
GPC4	DCN	4443623	4432629	9606.ENSP00000359864	9606.ENSP00000052754	0	0	0	0	0.062	0.064	0.900	0.441	0.944
MBP	MAG	4446738	4445997	9606.ENSP00000380958	9606.ENSP00000376048	0	0	0	0	0.325	0.379	0	0.877	0.944
ACKR3	CX3CL1	4436051	4432567	9606.ENSP00000272928	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.471	0.944
RIMS1	CPLX1	4449449	4438141	9606.ENSP00000428417	9606.ENSP00000305613	0	0	0	0	0.194	0	0.900	0.367	0.944
GRIA1	CACNG3	4449480	4432560	9606.ENSP00000428994	9606.ENSP00000005284	0	0	0	0	0.231	0.162	0.900	0.241	0.944
CALB2	PVALB	4438327	4432927	9606.ENSP00000307508	9606.ENSP00000216200	0	0	0	0	0.108	0	0	0.940	0.944
CASP8	PLEC	4442125	4439640	9606.ENSP00000351273	9606.ENSP00000323856	0	0	0	0	0	0.379	0.900	0.172	0.944
PRKAR1B	ADCY2	4447267	4441294	9606.ENSP00000385749	9606.ENSP00000342952	0.046	0	0	0	0.107	0.158	0.900	0.346	0.944
SDC1	FGFR3	4445506	4440994	9606.ENSP00000370542	9606.ENSP00000339824	0	0	0	0	0.076	0	0.900	0.440	0.943
GRXCR1	CAP2	4446943	4433486	9606.ENSP00000382670	9606.ENSP00000229922	0	0	0	0	0	0.943	0	0	0.943
PTPRU	KIT	4440616	4436763	9606.ENSP00000334941	9606.ENSP00000288135	0	0	0	0	0.061	0.413	0.900	0.100	0.943
CCK	ADRA1B	4446515	4438245	9606.ENSP00000379472	9606.ENSP00000306662	0	0	0	0	0.098	0	0.900	0.429	0.943
MDGA1	NTNG1	4448238	4443452	9606.ENSP00000402584	9606.ENSP00000359085	0	0	0	0	0.061	0	0.900	0.446	0.943
GRM2	OPRD1	4446365	4433642	9606.ENSP00000378492	9606.ENSP00000234961	0	0	0	0	0.064	0.057	0.900	0.440	0.943
ZFP36	DUSP1	4450924	4433734	9606.ENSP00000469647	9606.ENSP00000239223	0	0	0	0	0.793	0.085	0	0.724	0.943
DNM1	CLTB	4444057	4438496	9606.ENSP00000362014	9606.ENSP00000309415	0	0	0	0	0.053	0.130	0.900	0.399	0.943
KLF4	CEBPB	4444433	4438125	9606.ENSP00000363804	9606.ENSP00000305422	0	0	0	0	0.109	0.064	0.900	0.400	0.943
PTPRC	CD44	4448605	4448037	9606.ENSP00000411355	9606.ENSP00000398632	0	0	0	0	0.083	0.447	0	0.897	0.943
SLIT2	CXCL12	4449223	4446453	9606.ENSP00000422591	9606.ENSP00000379140	0	0	0	0	0.120	0	0.900	0.412	0.943
RPL32	PLEC	4448829	4439640	9606.ENSP00000416429	9606.ENSP00000323856	0	0	0	0	0.666	0.734	0	0.410	0.943
TF	IGFBP1	4447279	4436188	9606.ENSP00000385834	9606.ENSP00000275525	0	0	0	0	0.214	0.313	0.900	0.073	0.943
CHGB	CHGA	4445138	4432969	9606.ENSP00000368244	9606.ENSP00000216492	0	0	0	0	0.408	0.299	0	0.873	0.943
CXCL12	EDN1	4446453	4445200	9606.ENSP00000379140	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0.446	0.942
DNM1	SYNJ2	4444057	4441760	9606.ENSP00000362014	9606.ENSP00000347792	0	0	0	0	0.062	0.170	0.900	0.353	0.942
AKR1C3	PTGDS	4445414	4443785	9606.ENSP00000369927	9606.ENSP00000360687	0	0	0	0	0	0	0.900	0.448	0.942
PTPN13	SRC	4447867	4444215	9606.ENSP00000394794	9606.ENSP00000362680	0	0	0	0	0.062	0.160	0.900	0.356	0.942
HSPA1A	DUSP1	4444600	4433734	9606.ENSP00000364802	9606.ENSP00000239223	0	0	0	0	0.074	0.192	0.900	0.311	0.941
MAFG	FOSB	4442042	4433953	9606.ENSP00000350369	9606.ENSP00000245919	0	0	0	0	0.061	0.055	0.900	0.421	0.941
NTS	MCHR1	4434454	4434080	9606.ENSP00000256010	9606.ENSP00000249016	0	0	0	0	0.062	0.263	0.900	0.248	0.941
SRC	MAPK14	4444215	4433482	9606.ENSP00000362680	9606.ENSP00000229795	0	0	0.254	0.627	0	0.146	0.900	0.765	0.941
COL4A2	COL18A1	4442382	4441742	9606.ENSP00000353654	9606.ENSP00000347665	0	0	0	0.575	0.188	0	0.900	0.732	0.941
PPAP2C	DGAT2	4440122	4433402	9606.ENSP00000329697	9606.ENSP00000228027	0	0	0	0	0.052	0	0.900	0.428	0.941
HSPA1B	HSPH1	4444599	4439219	9606.ENSP00000364801	9606.ENSP00000318687	0	0	0.438	0.769	0.215	0.192	0.900	0.310	0.941
PENK	VGF	4439673	4434091	9606.ENSP00000324248	9606.ENSP00000249330	0	0	0	0	0.062	0	0.900	0.416	0.940
PRKAR1B	AKAP5	4447267	4446311	9606.ENSP00000385749	9606.ENSP00000378207	0	0	0	0	0.062	0.322	0.900	0.173	0.940
ALDH4A1	POX2	4444540	4441945	9606.ENSP00000364490	9606.ENSP00000349577	0.058	0	0	0	0.341	0.157	0	0.900	0.940
TNFRSF25	CASP10	4444941	4436662	9606.ENSP00000367013	9606.ENSP00000286186	0	0	0	0	0	0	0.900	0.424	0.940
FOSB	EGR1	4433953	4433758	9606.ENSP00000245919	9606.ENSP00000239938	0	0	0	0	0.754	0.073	0	0.758	0.940
CCK	GRM1	4446515	4442566	9606.ENSP00000379472	9606.ENSP00000354896	0	0	0	0	0.289	0	0.900	0.227	0.940
CDH15	CDH9	4436822	4433519	9606.ENSP00000289746	9606.ENSP00000231021	0	0	0	0.775	0	0.365	0.900	0.499	0.940
CST3	LYZ	4446810	4434847	9606.ENSP00000381448	9606.ENSP00000261267	0	0	0	0	0.065	0	0.900	0.412	0.940
AGPAT3	PPAP2C	4446771	4440122	9606.ENSP00000381140	9606.ENSP00000329697	0.046	0	0	0	0.061	0	0.900	0.410	0.940
CCK	MCHR1	4446515	4434080	9606.ENSP00000379472	9606.ENSP00000249016	0	0	0	0	0.143	0	0.900	0.359	0.940
ADAMTS3	COL5A3	4436687	4435500	9606.ENSP00000286657	9606.ENSP00000264828	0	0	0	0	0.049	0.064	0.900	0.410	0.940
ETV1	MAPK14	4448357	4433482	9606.ENSP00000405327	9606.ENSP00000229795	0	0	0	0	0	0.412	0.900	0.073	0.940
GBP2	XAF1	4443541	4442548	9606.ENSP00000359497	9606.ENSP00000354822	0	0	0	0	0.187	0	0.900	0.322	0.940
LYZ	TTR	4434847	4433675	9606.ENSP00000261267	9606.ENSP00000237014	0	0	0	0	0	0	0.900	0.429	0.940
SRC	PAK1	4444215	4436295	9606.ENSP00000362680	9606.ENSP00000278568	0	0	0.320	0.568	0.062	0.157	0.900	0.503	0.940
SDC4	THBS1	4444011	4434771	9606.ENSP00000361818	9606.ENSP00000260356	0	0	0	0	0.098	0	0.900	0.398	0.940
ACTN2	MYBPC1	4450086	4448148	9606.ENSP00000443495	9606.ENSP00000400908	0	0	0	0	0.269	0	0.900	0.232	0.939
GABRA1	GABRA5	4447776	4440689	9606.ENSP00000393097	9606.ENSP00000335592	0	0	0	0.972	0.231	0.260	0.900	0.702	0.939
LDLRAP1	APOE	4444372	4434227	9606.ENSP00000363458	9606.ENSP00000252486	0	0	0	0	0	0	0.900	0.421	0.939
KIT	PTPRO	4436763	4436417	9606.ENSP00000288135	9606.ENSP00000281171	0	0	0	0	0	0.413	0.900	0.058	0.939
GRM1	CHRM1	4442566	4438226	9606.ENSP00000354896	9606.ENSP00000306490	0	0	0	0	0.231	0	0.900	0.258	0.938
NRXN3	SYT2	4450365	4442848	9606.ENSP00000451648	9606.ENSP00000356236	0	0	0	0	0.167	0.063	0.900	0.303	0.938
PPP3CA	DNM1	4446333	4444057	9606.ENSP00000378323	9606.ENSP00000362014	0.043	0	0	0	0.164	0.261	0.900	0.116	0.938
SOX10	PAX3	4446610	4445987	9606.ENSP00000380093	9606.ENSP00000375921	0	0	0	0	0.089	0.463	0	0.884	0.938
FMN1	CDH1	4451362	4434944	9606.ENSP00000479134	9606.ENSP00000261769	0	0	0	0	0	0.120	0.900	0.355	0.938
NEFL	CAMK2A	4451641	4446806	9606.ENSP00000482169	9606.ENSP00000381412	0	0	0	0	0.230	0	0.900	0.266	0.938
DHRS3	ALDH1A1	4451486	4437436	9606.ENSP00000480439	9606.ENSP00000297785	0	0	0	0	0.064	0.167	0.900	0.303	0.938
NR2E1	MECOM	4443235	4435476	9606.ENSP00000357979	9606.ENSP00000264674	0	0	0	0	0.061	0.111	0.900	0.354	0.938
TF	APOE	4447279	4434227	9606.ENSP00000385834	9606.ENSP00000252486	0	0	0	0	0.184	0	0.900	0.297	0.937
SYNJ2	CLTA	4441760	4433816	9606.ENSP00000347792	9606.ENSP00000242285	0	0	0	0	0.050	0.050	0.900	0.392	0.937
PRLR	STAT1	4451730	4442456	9606.ENSP00000482954	9606.ENSP00000354394	0	0	0	0	0	0.107	0.900	0.360	0.937
PACSIN1	SYT1	4451827	4434836	9606.ENSP00000484060	9606.ENSP00000261205	0	0	0	0	0.230	0	0.900	0.258	0.937
CCR4	CXCL8	4440381	4438229	9606.ENSP00000332659	9606.ENSP00000306512	0	0	0	0	0.057	0	0.900	0.391	0.937
CDK5R1	PAK1	4439207	4436295	9606.ENSP00000318486	9606.ENSP00000278568	0	0	0	0	0.062	0.379	0.900	0.051	0.937
CYR61	IGFBP5	4448043	4433604	9606.ENSP00000398736	9606.ENSP00000233813	0	0	0	0	0.140	0	0.900	0.328	0.937
PTPN13	CASP8	4447867	4442125	9606.ENSP00000394794	9606.ENSP00000351273	0	0	0	0	0	0	0.900	0.401	0.937
NRXN3	DLGAP2	4450365	4448114	9606.ENSP00000451648	9606.ENSP00000400258	0	0	0	0	0.178	0.082	0.900	0.268	0.937
PRKAR1B	PRKAR2B	4447267	4435635	9606.ENSP00000385749	9606.ENSP00000265717	0	0	0	0.872	0.083	0.305	0.900	0.784	0.937
COL9A2	COL11A1	4444014	4443457	9606.ENSP00000361834	9606.ENSP00000359114	0	0	0.415	0.760	0.192	0	0.900	0.719	0.936
IFI27	GBP2	4451772	4443541	9606.ENSP00000483430	9606.ENSP00000359497	0	0	0	0	0.102	0	0.900	0.348	0.936
IGFBP3	IGFBP1	4445494	4436188	9606.ENSP00000370473	9606.ENSP00000275525	0	0	0	0.755	0.214	0	0.900	0.929	0.936
GRIA1	PRKCB	4449480	4438120	9606.ENSP00000428994	9606.ENSP00000305355	0	0	0	0	0.064	0.050	0.900	0.366	0.936
ITGB2	CD93	4446737	4433960	9606.ENSP00000380948	9606.ENSP00000246006	0	0	0	0	0.230	0	0.900	0.244	0.936
EDN1	LPAR1	4445200	4444391	9606.ENSP00000368683	9606.ENSP00000363553	0	0	0	0	0.065	0.157	0.900	0.285	0.936
GPSM1	GRM2	4447769	4446365	9606.ENSP00000392828	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0.387	0.936
FCER1G	CD93	4436828	4433960	9606.ENSP00000289902	9606.ENSP00000246006	0	0	0	0	0.299	0	0.900	0.169	0.936
COL4A2	COL6A3	4442382	4437161	9606.ENSP00000353654	9606.ENSP00000295550	0	0	0	0.547	0.197	0	0.900	0.542	0.936
SST	MCHR1	4436733	4434080	9606.ENSP00000287641	9606.ENSP00000249016	0	0	0	0	0.108	0	0.900	0.346	0.936
CHST11	DCN	4438158	4432629	9606.ENSP00000305725	9606.ENSP00000052754	0	0	0	0	0	0	0.900	0.387	0.936
CYP1B1	CYP1A1	4451308	4445265	9606.ENSP00000478561	9606.ENSP00000369050	0	0	0.424	0.893	0.277	0	0.900	0.936	0.935
CXCL12	LPAR1	4446453	4444391	9606.ENSP00000379140	9606.ENSP00000363553	0	0	0	0	0.076	0.162	0.900	0.266	0.935
SPP1	IGFBP3	4446370	4445494	9606.ENSP00000378517	9606.ENSP00000370473	0	0	0	0	0.070	0	0.900	0.359	0.935
COL11A2	COL9A2	4444442	4444014	9606.ENSP00000363840	9606.ENSP00000361834	0	0	0.432	0.753	0.156	0	0.900	0.739	0.935
SRC	FOS	4444215	4438204	9606.ENSP00000362680	9606.ENSP00000306245	0	0	0	0	0	0.084	0.800	0.676	0.935
GRM1	MCHR1	4442566	4434080	9606.ENSP00000354896	9606.ENSP00000249016	0	0	0	0	0.100	0.057	0.900	0.333	0.935
EFEMP1	FBLN1	4446285	4440269	9606.ENSP00000378058	9606.ENSP00000331544	0	0	0	0.720	0.160	0.120	0.900	0.709	0.935
GAD2	CPLX1	4444701	4438141	9606.ENSP00000365437	9606.ENSP00000305613	0	0	0	0	0.291	0	0.900	0.163	0.935
COL11A1	COL4A2	4443457	4442382	9606.ENSP00000359114	9606.ENSP00000353654	0	0	0.344	0.649	0.156	0	0.900	0.523	0.935
SDC1	GLCE	4445506	4434963	9606.ENSP00000370542	9606.ENSP00000261858	0	0	0	0	0.061	0	0.900	0.370	0.935
